metric,condition_id,condition_label,total_steps_est,mean,std,runs
Train_mean_reward,E0,four_leg_stand,6463488,39.59502029418945,0.0,1
Train_mean_reward,E0,four_leg_stand,6488064,39.59525680541992,0.0,1
Train_mean_reward,E0,four_leg_stand,6512640,39.5947380065918,0.0,1
Train_mean_reward,E0,four_leg_stand,6537216,39.59464645385742,0.0,1
Train_mean_reward,E0,four_leg_stand,6561792,39.59465408325195,0.0,1
Train_mean_reward,E0,four_leg_stand,6586368,39.59466552734375,0.0,1
Train_mean_reward,E0,four_leg_stand,6610944,39.59368896484375,0.0,1
Train_mean_reward,E0,four_leg_stand,6635520,39.59293746948242,0.0,1
Train_mean_reward,E0,four_leg_stand,6660096,39.59259796142578,0.0,1
Train_mean_reward,E0,four_leg_stand,6684672,39.58786392211914,0.0,1
Train_mean_reward,E0,four_leg_stand,6709248,39.587989807128906,0.0,1
Train_mean_reward,E0,four_leg_stand,6733824,39.587650299072266,0.0,1
Train_mean_reward,E0,four_leg_stand,6758400,39.58720397949219,0.0,1
Train_mean_reward,E0,four_leg_stand,6782976,39.58711624145508,0.0,1
Train_mean_reward,E0,four_leg_stand,6807552,39.586669921875,0.0,1
Train_mean_reward,E0,four_leg_stand,6832128,39.58546447753906,0.0,1
Train_mean_reward,E0,four_leg_stand,6856704,39.58409881591797,0.0,1
Train_mean_reward,E0,four_leg_stand,6881280,39.58011245727539,0.0,1
Train_mean_reward,E0,four_leg_stand,6905856,39.579872131347656,0.0,1
Train_mean_reward,E0,four_leg_stand,6930432,39.579368591308594,0.0,1
Train_mean_reward,E0,four_leg_stand,6955008,39.57769775390625,0.0,1
Train_mean_reward,E0,four_leg_stand,6979584,39.577754974365234,0.0,1
Train_mean_reward,E0,four_leg_stand,7004160,39.57781600952149,0.0,1
Train_mean_reward,E0,four_leg_stand,7028736,39.576805114746094,0.0,1
Train_mean_reward,E0,four_leg_stand,7053312,39.57641220092773,0.0,1
Train_mean_reward,E0,four_leg_stand,7077888,39.57635116577149,0.0,1
Train_mean_reward,E0,four_leg_stand,7102464,39.57594299316406,0.0,1
Train_mean_reward,E0,four_leg_stand,7127040,39.57537460327149,0.0,1
Train_mean_reward,E0,four_leg_stand,7151616,39.57486343383789,0.0,1
Train_mean_reward,E0,four_leg_stand,7176192,39.57389450073242,0.0,1
Train_mean_reward,E0,four_leg_stand,7200768,39.55923461914063,0.0,1
Train_mean_reward,E0,four_leg_stand,7225344,39.55801773071289,0.0,1
Train_mean_reward,E0,four_leg_stand,7249920,39.55656433105469,0.0,1
Train_mean_reward,E0,four_leg_stand,7274496,39.55615234375,0.0,1
Train_mean_reward,E0,four_leg_stand,7299072,39.555641174316406,0.0,1
Train_mean_reward,E0,four_leg_stand,7323648,39.555763244628906,0.0,1
Train_mean_reward,E0,four_leg_stand,7348224,39.55559158325195,0.0,1
